customer_id,timestamp,voltage,current,power,is_theft
37,2024-06-24 06:00:00,228.36,14.282,3.261,0
5,2024-06-21 00:00:00,230.1,9.056,2.084,0
11,2024-06-03 07:00:00,225.08,17.16,3.862,0
46,2024-06-17 01:00:00,210.85,7.667,1.617,1
33,2024-06-25 01:00:00,224.61,8.824,1.982,0
9,2024-06-18 06:00:00,230.39,14.463,3.332,0
48,2024-06-09 00:00:00,218.14,2.215,0.483,1
37,2024-06-17 04:00:00,228.11,11.057,2.522,0
38,2024-06-10 16:00:00,234.07,11.417,2.672,0
36,2024-06-23 17:00:00,227.19,13.044,2.963,0
8,2024-06-19 10:00:00,228.83,10.495,2.402,0
38,2024-06-15 03:00:00,230.63,9.647,2.225,0
2,2024-06-07 22:00:00,230.59,11.584,2.671,0
15,2024-06-12 07:00:00,231.46,16.015,3.707,0
32,2024-06-23 00:00:00,225.08,9.509,2.14,0
40,2024-06-19 16:00:00,232.7,11.377,2.648,0
37,2024-06-03 15:00:00,233.17,9.757,2.275,0
26,2024-06-22 00:00:00,235.08,7.623,1.792,0
2,2024-06-05 02:00:00,231.09,8.33,1.925,0
32,2024-06-24 13:00:00,228.9,8.112,1.857,0
28,2024-06-13 00:00:00,229.29,9.505,2.18,0
17,2024-06-18 22:00:00,229.86,11.647,2.677,0
9,2024-06-12 11:00:00,228.87,9.557,2.187,0
49,2024-06-27 09:00:00,225.32,1.562,0.352,1
4,2024-06-19 16:00:00,227.04,11.374,2.582,0
29,2024-06-22 06:00:00,227.48,13.632,3.101,0
47,2024-06-10 23:00:00,224.29,0.62,0.139,1
21,2024-06-05 16:00:00,230.3,10.454,2.408,0
45,2024-06-06 11:00:00,218.5,7.783,1.701,1
26,2024-06-20 10:00:00,226.45,10.745,2.433,0
41,2024-06-08 18:00:00,219.62,2.295,0.504,1
15,2024-06-09 21:00:00,224.4,13.724,3.08,0
19,2024-06-01 17:00:00,227.64,14.619,3.328,0
32,2024-06-07 23:00:00,228.66,10.942,2.502,0
20,2024-06-06 04:00:00,228.66,11.453,2.619,0
44,2024-06-27 03:00:00,230.05,1.298,0.299,1
1,2024-06-02 22:00:00,226.25,10.864,2.458,0
40,2024-06-20 17:00:00,229.1,14.255,3.266,0
40,2024-06-11 09:00:00,232.67,12.684,2.951,0
9,2024-06-15 20:00:00,229.33,16.148,3.703,0
28,2024-06-28 08:00:00,228.36,16.327,3.728,0
33,2024-06-05 01:00:00,231.26,8.672,2.005,0
35,2024-06-14 19:00:00,222.05,16.917,3.756,0
46,2024-06-23 14:00:00,224.53,4.97,1.116,1
41,2024-05-31 12:00:00,212.82,0.569,0.121,1
11,2024-06-08 09:00:00,225.72,12.694,2.865,0
31,2024-06-19 20:00:00,228.53,17.381,3.972,0
23,2024-06-19 14:00:00,227.79,9.371,2.135,0
29,2024-06-06 23:00:00,234.38,9.203,2.157,0
33,2024-06-04 19:00:00,224.61,17.09,3.839,0
12,2024-06-07 02:00:00,231.39,9.166,2.121,0
3,2024-06-05 13:00:00,227.98,9.639,2.197,0
43,2024-06-01 15:00:00,219.48,5.267,1.156,1
8,2024-06-12 11:00:00,227.96,9.206,2.099,0
3,2024-06-24 16:00:00,225.08,10.346,2.329,0
29,2024-06-18 04:00:00,227.88,11.046,2.517,0
39,2024-06-09 20:00:00,227.09,17.174,3.9,0
9,2024-06-19 21:00:00,233.25,12.068,2.815,0
19,2024-06-15 22:00:00,229.01,12.198,2.794,0
35,2024-06-07 05:00:00,235.35,11.615,2.734,0
28,2024-06-13 05:00:00,227.86,12.296,2.802,0
29,2024-06-20 17:00:00,229.86,13.842,3.182,0
47,2024-06-12 21:00:00,205.18,2.843,0.583,1
37,2024-06-27 11:00:00,227.97,9.305,2.121,0
5,2024-06-19 09:00:00,229.38,13.868,3.181,0
17,2024-06-15 19:00:00,230.53,16.243,3.745,0
13,2024-06-14 12:00:00,229.96,9.129,2.099,0
1,2024-06-06 00:00:00,232.49,8.092,1.881,0
27,2024-06-03 14:00:00,231.21,8.145,1.883,0
11,2024-06-15 11:00:00,227.9,9.981,2.275,0
7,2024-06-04 23:00:00,224.52,10.755,2.415,0
10,2024-06-22 13:00:00,228.53,9.945,2.273,0
22,2024-06-17 16:00:00,226.51,12.063,2.732,0
5,2024-06-09 00:00:00,230.0,7.093,1.631,0
3,2024-06-27 21:00:00,231.18,12.793,2.957,0
27,2024-06-09 01:00:00,231.71,8.275,1.917,0
1,2024-06-01 16:00:00,231.91,11.905,2.761,0
38,2024-06-09 01:00:00,228.61,8.194,1.873,0
29,2024-06-04 02:00:00,227.7,8.712,1.984,0
44,2024-06-15 07:00:00,231.67,1.399,0.324,1
11,2024-06-29 18:00:00,230.82,17.212,3.973,0
34,2024-06-10 00:00:00,224.14,8.694,1.949,0
40,2024-06-26 14:00:00,224.9,8.757,1.97,0
37,2024-06-02 00:00:00,227.51,9.023,2.053,0
12,2024-06-24 04:00:00,222.61,11.145,2.481,0
49,2024-06-01 16:00:00,217.79,1.734,0.378,1
26,2024-06-18 11:00:00,230.16,8.929,2.055,0
34,2024-06-09 20:00:00,227.98,15.586,3.553,0
38,2024-06-23 13:00:00,229.78,8.874,2.039,0
22,2024-06-09 04:00:00,236.72,9.979,2.362,0
35,2024-06-11 14:00:00,225.55,10.105,2.279,0
11,2024-06-22 15:00:00,227.63,9.416,2.143,0
46,2024-06-14 01:00:00,227.76,5.957,1.357,1
6,2024-06-05 07:00:00,234.56,14.267,3.347,0
29,2024-06-25 05:00:00,224.25,12.178,2.731,0
41,2024-06-11 12:00:00,228.36,0.675,0.154,1
35,2024-06-06 03:00:00,228.38,10.133,2.314,0
27,2024-06-01 14:00:00,231.21,9.004,2.082,0
15,2024-06-09 04:00:00,234.3,10.925,2.56,0
17,2024-06-10 23:00:00,225.46,10.799,2.435,0
34,2024-06-13 03:00:00,226.92,9.908,2.248,0
15,2024-06-26 14:00:00,224.95,9.238,2.078,0
21,2024-06-17 05:00:00,227.19,12.185,2.768,0
28,2024-06-20 12:00:00,232.67,8.856,2.061,0
47,2024-06-12 08:00:00,214.04,1.227,0.263,1
39,2024-06-04 04:00:00,225.35,11.247,2.535,0
14,2024-06-10 13:00:00,233.82,9.243,2.161,0
48,2024-06-25 08:00:00,232.91,2.171,0.506,1
31,2024-06-27 06:00:00,228.46,14.888,3.401,0
38,2024-06-09 16:00:00,233.65,11.335,2.648,0
3,2024-06-01 21:00:00,234.29,13.515,3.166,0
32,2024-06-01 14:00:00,224.58,9.569,2.149,0
16,2024-06-01 20:00:00,228.08,15.629,3.565,0
21,2024-06-23 04:00:00,232.29,10.678,2.48,0
40,2024-06-15 15:00:00,229.99,9.199,2.116,0
47,2024-06-04 05:00:00,217.99,0.782,0.17,1
31,2024-06-27 03:00:00,230.9,10.679,2.466,0
36,2024-06-06 02:00:00,225.49,8.82,1.989,0
3,2024-06-03 22:00:00,226.32,11.302,2.558,0
11,2024-06-07 10:00:00,223.55,11.383,2.545,0
1,2024-06-11 09:00:00,229.67,14.037,3.224,0
41,2024-06-20 21:00:00,208.35,0.98,0.204,1
37,2024-06-01 01:00:00,234.22,8.951,2.097,0
46,2024-06-09 13:00:00,199.97,0.743,0.149,1
20,2024-06-16 01:00:00,229.91,8.609,1.979,0
2,2024-06-26 01:00:00,228.27,8.813,2.012,0
23,2024-06-14 16:00:00,234.69,11.14,2.614,0
36,2024-06-28 23:00:00,229.2,10.265,2.353,0
47,2024-06-15 19:00:00,223.31,5.229,1.168,1
48,2024-06-24 21:00:00,226.97,7.432,1.687,1
29,2024-06-02 17:00:00,232.03,13.261,3.077,0
50,2024-06-12 18:00:00,216.12,1.725,0.373,1
18,2024-06-22 20:00:00,231.17,17.434,4.03,0
19,2024-06-10 21:00:00,226.71,14.488,3.285,0
9,2024-06-25 11:00:00,229.85,8.107,1.863,0
28,2024-06-25 16:00:00,235.48,11.138,2.623,0
42,2024-06-02 23:00:00,227.34,4.135,0.94,1
14,2024-06-15 04:00:00,229.26,10.698,2.453,0
48,2024-06-14 13:00:00,225.82,6.987,1.578,1
29,2024-06-26 19:00:00,228.76,18.337,4.195,0
25,2024-06-19 17:00:00,233.3,13.514,3.153,0
41,2024-06-19 15:00:00,225.92,6.125,1.384,1
7,2024-06-21 14:00:00,230.85,8.371,1.932,0
10,2024-06-22 05:00:00,232.36,12.219,2.839,0
22,2024-06-25 16:00:00,231.92,11.402,2.644,0
50,2024-06-13 09:00:00,203.87,1.508,0.307,1
27,2024-06-13 08:00:00,229.08,14.063,3.222,0
43,2024-06-06 20:00:00,216.58,1.547,0.335,1
5,2024-06-07 01:00:00,233.21,9.139,2.131,0
32,2024-06-21 21:00:00,229.32,15.328,3.515,0
4,2024-06-12 13:00:00,231.51,9.317,2.157,0
30,2024-06-21 13:00:00,231.26,9.334,2.159,0
7,2024-06-20 04:00:00,231.37,10.499,2.429,0
2,2024-06-05 01:00:00,231.38,7.972,1.845,0
49,2024-05-31 21:00:00,226.6,1.933,0.438,1
48,2024-06-26 14:00:00,222.39,1.527,0.34,1
1,2024-06-25 08:00:00,232.23,13.224,3.071,0
23,2024-05-31 07:00:00,231.04,15.12,3.493,0
38,2024-06-03 15:00:00,230.8,9.79,2.259,0
29,2024-06-12 13:00:00,227.17,8.874,2.016,0
36,2024-06-19 23:00:00,230.65,8.605,1.985,0
33,2024-06-18 01:00:00,233.31,8.241,1.923,0
3,2024-06-04 15:00:00,232.31,9.282,2.156,0
7,2024-06-24 13:00:00,231.96,9.187,2.131,0
36,2024-06-23 03:00:00,225.24,10.062,2.266,0
10,2024-06-25 05:00:00,224.68,13.113,2.946,0
27,2024-06-10 23:00:00,231.12,10.029,2.318,0
16,2024-06-09 00:00:00,228.73,8.523,1.949,0
41,2024-06-06 04:00:00,202.62,2.434,0.493,1
39,2024-06-24 15:00:00,229.47,9.546,2.191,0
46,2024-06-24 16:00:00,221.2,2.676,0.592,1
49,2024-06-29 22:00:00,228.15,6.934,1.582,1
31,2024-06-09 08:00:00,231.9,14.647,3.397,0
50,2024-06-01 07:00:00,232.76,5.976,1.391,1
29,2024-06-19 19:00:00,230.45,17.529,4.04,0
37,2024-06-11 09:00:00,230.23,12.566,2.893,0
32,2024-06-13 09:00:00,230.04,12.908,2.969,0
46,2024-06-11 04:00:00,225.79,2.47,0.558,1
27,2024-06-09 05:00:00,233.63,11.561,2.701,0
30,2024-06-17 04:00:00,227.95,10.201,2.325,0
49,2024-06-28 14:00:00,212.74,2.719,0.579,1
33,2024-06-08 07:00:00,235.11,14.444,3.396,0
16,2024-06-21 23:00:00,231.57,10.401,2.409,0
41,2024-06-11 04:00:00,228.13,2.407,0.549,1
41,2024-06-25 23:00:00,226.84,2.272,0.515,1
48,2024-06-22 21:00:00,217.6,3.546,0.772,1
9,2024-05-31 12:00:00,230.3,8.507,1.959,0
37,2024-06-26 13:00:00,226.35,8.608,1.948,0
45,2024-06-25 02:00:00,207.27,2.49,0.516,1
37,2024-06-19 10:00:00,230.5,11.139,2.568,0
19,2024-06-05 17:00:00,224.78,15.033,3.379,0
41,2024-06-06 11:00:00,224.72,1.893,0.425,1
21,2024-06-08 00:00:00,227.26,8.948,2.034,0
50,2024-06-14 02:00:00,207.44,1.558,0.323,1
46,2024-06-23 03:00:00,213.31,8.305,1.771,1
5,2024-06-04 21:00:00,229.56,15.012,3.446,0
45,2024-06-23 23:00:00,204.17,0.823,0.168,1
13,2024-06-24 09:00:00,227.9,13.219,3.013,0
30,2024-06-24 00:00:00,230.09,9.149,2.105,0
47,2024-06-26 02:00:00,223.17,0.501,0.112,1
20,2024-06-29 07:00:00,234.71,14.456,3.393,0
21,2024-06-21 14:00:00,230.07,9.844,2.265,0
14,2024-06-12 13:00:00,234.11,7.856,1.839,0
49,2024-06-12 21:00:00,225.53,3.385,0.763,1
43,2024-06-11 05:00:00,223.83,1.646,0.368,1
18,2024-06-23 22:00:00,228.03,12.12,2.764,0
46,2024-06-24 15:00:00,218.83,0.937,0.205,1
14,2024-06-11 10:00:00,229.74,10.425,2.395,0
20,2024-06-18 13:00:00,231.92,9.025,2.093,0
4,2024-06-11 21:00:00,230.91,15.208,3.512,0
40,2024-06-18 23:00:00,227.01,8.742,1.985,0
13,2024-06-12 03:00:00,227.09,10.361,2.353,0
39,2024-06-12 01:00:00,231.54,7.313,1.693,0
12,2024-06-16 06:00:00,232.01,14.551,3.376,0
12,2024-06-23 11:00:00,229.44,9.064,2.08,0
8,2024-06-12 10:00:00,227.43,11.302,2.57,0
20,2024-06-08 22:00:00,229.07,11.649,2.668,0
30,2024-06-13 15:00:00,229.52,9.168,2.104,0
1,2024-06-19 15:00:00,229.23,9.641,2.21,0
19,2024-06-06 03:00:00,233.15,10.915,2.545,0
9,2024-06-17 18:00:00,230.08,17.215,3.961,0
42,2024-06-14 17:00:00,228.77,2.574,0.589,1
21,2024-05-31 00:00:00,226.76,9.225,2.092,0
10,2024-06-05 03:00:00,228.12,8.253,1.883,0
49,2024-06-24 04:00:00,210.83,0.802,0.169,1
6,2024-06-14 01:00:00,228.97,8.66,1.983,0
48,2024-06-15 10:00:00,213.48,1.882,0.402,1
44,2024-06-17 16:00:00,217.2,1.039,0.226,1
7,2024-06-19 01:00:00,228.96,8.731,1.999,0
5,2024-06-11 07:00:00,232.65,15.532,3.614,0
21,2024-06-01 10:00:00,236.53,9.459,2.237,0
1,2024-06-03 03:00:00,232.99,9.9,2.307,0
24,2024-06-09 02:00:00,228.58,8.511,1.946,0
23,2024-06-01 05:00:00,233.71,12.086,2.825,0
49,2024-06-05 08:00:00,206.44,1.014,0.209,1
8,2024-06-25 07:00:00,234.59,14.306,3.356,0
17,2024-05-31 21:00:00,231.2,14.908,3.447,0
15,2024-06-16 22:00:00,232.37,11.899,2.765,0
13,2024-06-18 01:00:00,233.05,8.745,2.038,0
12,2024-06-03 03:00:00,231.03,9.484,2.191,0
38,2024-06-08 20:00:00,230.07,17.286,3.977,0
42,2024-06-13 02:00:00,218.89,1.111,0.243,1
17,2024-06-23 13:00:00,230.45,8.902,2.051,0
25,2024-06-28 05:00:00,234.65,12.692,2.978,0
10,2024-06-27 12:00:00,236.54,8.092,1.914,0
49,2024-06-20 01:00:00,213.4,0.515,0.11,1
39,2024-06-06 10:00:00,232.49,10.4,2.418,0
9,2024-06-11 14:00:00,231.29,9.167,2.12,0
39,2024-06-27 05:00:00,231.48,11.904,2.755,0
32,2024-06-14 20:00:00,232.78,15.924,3.707,0
9,2024-06-09 18:00:00,227.98,16.369,3.732,0
35,2024-06-05 03:00:00,234.63,9.846,2.31,0
32,2024-06-21 11:00:00,229.19,9.86,2.26,0
31,2024-06-05 13:00:00,234.03,9.041,2.116,0
9,2024-06-01 22:00:00,234.82,10.229,2.402,0
30,2024-06-13 17:00:00,226.51,14.543,3.294,0
49,2024-06-08 07:00:00,222.91,1.665,0.371,1
42,2024-06-15 09:00:00,222.39,1.611,0.358,1
50,2024-06-27 20:00:00,215.87,8.333,1.799,1
34,2024-06-23 13:00:00,234.85,8.648,2.031,0
12,2024-06-01 14:00:00,234.16,9.081,2.126,0
15,2024-06-14 00:00:00,230.02,8.907,2.049,0
15,2024-06-21 11:00:00,231.04,10.151,2.345,0
39,2024-06-25 21:00:00,228.96,14.65,3.354,0
41,2024-06-11 15:00:00,234.63,1.028,0.241,1
25,2024-06-16 16:00:00,227.88,11.82,2.694,0
17,2024-06-20 00:00:00,229.31,9.873,2.264,0
42,2024-06-10 18:00:00,231.42,1.701,0.394,1
25,2024-06-02 02:00:00,232.01,9.53,2.211,0
21,2024-06-17 01:00:00,233.86,6.945,1.624,0
22,2024-06-14 14:00:00,230.76,8.951,2.065,0
48,2024-06-22 22:00:00,203.61,0.738,0.15,1
4,2024-06-28 23:00:00,231.75,10.506,2.435,0
3,2024-06-23 07:00:00,229.32,15.018,3.444,0
22,2024-06-03 14:00:00,231.46,8.821,2.042,0
23,2024-06-03 17:00:00,229.23,14.5,3.324,0
7,2024-06-11 15:00:00,232.21,8.864,2.058,0
39,2024-06-20 17:00:00,230.66,12.805,2.954,0
18,2024-06-16 01:00:00,223.47,8.935,1.997,0
17,2024-06-02 08:00:00,228.84,14.32,3.277,0
6,2024-06-05 10:00:00,227.14,10.137,2.303,0
23,2024-06-26 01:00:00,227.07,8.334,1.892,0
20,2024-06-20 13:00:00,230.59,7.838,1.807,0
50,2024-06-20 20:00:00,218.22,0.94,0.205,1
24,2024-06-25 09:00:00,233.17,11.876,2.769,0
47,2024-06-13 20:00:00,223.2,1.764,0.394,1
17,2024-06-05 18:00:00,224.32,16.693,3.744,0
23,2024-06-14 02:00:00,229.79,9.43,2.167,0
32,2024-06-16 20:00:00,229.46,15.077,3.46,0
44,2024-06-07 18:00:00,208.62,1.576,0.329,1
21,2024-06-15 22:00:00,232.43,10.968,2.549,0
42,2024-06-06 17:00:00,225.79,1.575,0.356,1
2,2024-06-08 13:00:00,227.35,9.74,2.214,0
1,2024-06-02 13:00:00,235.39,8.448,1.989,0
17,2024-06-01 08:00:00,230.74,15.007,3.463,0
22,2024-06-16 05:00:00,237.34,12.377,2.938,0
34,2024-06-24 04:00:00,227.65,13.078,2.977,0
35,2024-06-01 20:00:00,225.07,16.669,3.752,0
17,2024-06-21 13:00:00,231.21,7.371,1.704,0
5,2024-06-20 22:00:00,231.01,11.711,2.705,0
14,2024-06-01 17:00:00,230.43,14.6,3.364,0
45,2024-06-05 02:00:00,207.18,1.042,0.216,1
34,2024-06-29 05:00:00,229.56,11.98,2.75,0
24,2024-06-09 08:00:00,230.28,15.079,3.472,0
25,2024-06-17 00:00:00,232.41,8.283,1.925,0
42,2024-06-04 23:00:00,216.47,0.587,0.127,1
23,2024-06-25 08:00:00,231.77,14.855,3.443,0
27,2024-06-27 01:00:00,229.8,9.383,2.156,0
31,2024-06-21 03:00:00,237.37,8.395,1.993,0
32,2024-06-23 14:00:00,230.99,9.68,2.236,0
7,2024-06-23 12:00:00,232.36,7.991,1.857,0
20,2024-06-07 07:00:00,233.39,15.202,3.548,0
30,2024-05-31 02:00:00,229.86,9.699,2.229,0
50,2024-06-27 15:00:00,217.91,2.095,0.457,1
15,2024-06-21 02:00:00,234.09,8.75,2.048,0
27,2024-06-06 06:00:00,228.55,14.96,3.419,0
30,2024-06-15 08:00:00,232.61,15.012,3.492,0
10,2024-05-31 05:00:00,228.5,12.613,2.882,0
45,2024-06-01 07:00:00,220.47,4.641,1.023,1
43,2024-06-17 02:00:00,210.71,1.38,0.291,1
35,2024-06-28 16:00:00,230.43,12.553,2.893,0
29,2024-06-19 05:00:00,227.27,12.671,2.88,0
33,2024-06-24 17:00:00,226.61,14.436,3.271,0
2,2024-06-29 17:00:00,226.03,14.614,3.303,0
17,2024-06-07 11:00:00,232.83,10.036,2.337,0
21,2024-06-04 13:00:00,226.26,8.772,1.985,0
24,2024-06-25 19:00:00,227.7,17.208,3.918,0
33,2024-06-14 22:00:00,224.96,11.159,2.51,0
45,2024-06-17 23:00:00,229.3,2.483,0.569,1
42,2024-06-27 05:00:00,212.92,0.939,0.2,1
6,2024-06-17 07:00:00,225.19,15.545,3.501,0
14,2024-05-31 10:00:00,225.79,11.428,2.58,0
19,2024-06-25 12:00:00,228.18,9.125,2.082,0
26,2024-06-16 13:00:00,230.46,9.21,2.123,0
5,2024-06-20 14:00:00,226.33,9.026,2.043,0
38,2024-06-26 19:00:00,227.13,18.089,4.109,0
23,2024-06-07 20:00:00,231.99,16.249,3.77,0
18,2024-06-19 15:00:00,230.81,8.811,2.034,0
13,2024-06-14 05:00:00,231.45,11.908,2.756,0
38,2024-06-13 00:00:00,237.65,9.232,2.194,0
25,2024-06-12 17:00:00,230.25,14.305,3.294,0
34,2024-06-19 21:00:00,229.47,13.519,3.102,0
6,2024-06-19 21:00:00,233.03,14.112,3.289,0
11,2024-06-17 22:00:00,229.5,11.534,2.647,0
26,2024-06-13 18:00:00,230.63,16.654,3.841,0
25,2024-06-05 21:00:00,229.45,14.025,3.218,0
26,2024-06-18 16:00:00,222.89,12.183,2.716,0
15,2024-06-13 22:00:00,226.92,11.907,2.702,0
12,2024-06-26 00:00:00,229.03,8.671,1.986,0
36,2024-06-17 09:00:00,226.8,13.21,2.996,0
36,2024-06-26 15:00:00,230.41,9.668,2.228,0
50,2024-06-13 11:00:00,211.62,1.847,0.391,1
48,2024-06-28 22:00:00,211.75,5.514,1.168,1
50,2024-06-23 02:00:00,228.0,2.236,0.51,1
17,2024-05-31 14:00:00,228.61,10.204,2.333,0
41,2024-06-20 22:00:00,209.58,0.645,0.135,1
41,2024-06-26 05:00:00,210.81,1.608,0.339,1
48,2024-06-21 12:00:00,222.94,1.077,0.24,1
27,2024-06-19 08:00:00,230.36,13.418,3.091,0
36,2024-06-21 21:00:00,232.67,14.323,3.332,0
26,2024-06-27 00:00:00,230.55,9.166,2.113,0
47,2024-05-31 17:00:00,220.61,2.672,0.589,1
48,2024-06-10 14:00:00,221.07,1.112,0.246,1
6,2024-05-31 10:00:00,231.59,11.161,2.585,0
35,2024-06-08 21:00:00,233.7,12.626,2.951,0
2,2024-06-23 15:00:00,226.49,10.442,2.365,0
14,2024-06-05 05:00:00,223.71,13.215,2.956,0
7,2024-06-07 12:00:00,228.6,8.293,1.896,0
34,2024-06-28 04:00:00,227.32,12.113,2.753,0
8,2024-06-06 04:00:00,234.88,10.513,2.469,0
36,2024-06-28 00:00:00,229.62,9.023,2.072,0
36,2024-06-17 06:00:00,230.26,14.575,3.356,0
46,2024-06-22 11:00:00,229.82,1.629,0.374,1
44,2024-06-01 17:00:00,213.38,8.668,1.85,1
34,2024-06-19 19:00:00,232.26,17.511,4.067,0
35,2024-06-22 03:00:00,230.14,9.405,2.164,0
47,2024-06-23 15:00:00,227.71,0.698,0.159,1
47,2024-06-04 19:00:00,217.55,7.434,1.617,1
25,2024-05-31 02:00:00,229.68,10.58,2.43,0
11,2024-06-16 05:00:00,231.44,12.742,2.949,0
9,2024-06-09 03:00:00,227.14,9.64,2.19,0
27,2024-06-05 19:00:00,231.9,15.46,3.585,0
48,2024-06-18 01:00:00,200.76,2.013,0.404,1
5,2024-06-23 09:00:00,231.56,12.721,2.946,0
1,2024-06-17 20:00:00,233.09,15.263,3.558,0
41,2024-06-27 08:00:00,216.04,2.173,0.469,1
41,2024-06-04 02:00:00,209.38,2.264,0.474,1
39,2024-06-21 13:00:00,234.65,8.533,2.002,0
4,2024-06-04 06:00:00,226.09,14.576,3.295,0
45,2024-06-19 10:00:00,229.54,6.333,1.454,1
31,2024-06-28 23:00:00,227.27,11.274,2.562,0
3,2024-06-19 14:00:00,227.53,8.963,2.039,0
22,2024-06-25 09:00:00,231.7,13.386,3.102,0
39,2024-06-03 12:00:00,231.5,8.085,1.872,0
10,2024-06-15 14:00:00,231.05,8.306,1.919,0
2,2024-06-22 04:00:00,232.86,9.817,2.286,0
